CÓDIGO,UNIDAD DE MEDIDA,DESCRIPCIÓN
2170-3375-030,UN,TAPA DE COJINETE
2170-3375-040,UN,TAPA DE COJINETE
2170-3378-000,UN,TAPA DE COJINETE, COMP.
2170-3378-010,UN,TAPA DE COJINETE, COMP.
2170-3400-010,UN,EJE DE LA RUEDA HELICOIDAL
2170-3449-040,UN,RUEDA HELICOIDAL CON DISCOS TENSORES
2170-3449-050,UN,RUEDA HELICOIDAL CON DISCOS TENSORES
2170-3468-000,UN,DISCO DE ARRASTRE
2170-6663-020,UN,PLATO, COMP.
2170-6666-010,UN,PLATO DE CIERRE
2170-6666-020,UN,PLATO DE CIERRE
2170-6691-010,UN,JUEGO DE DIAFRAGMAS
2170-6726-008,UN,DIAFRAGMA DE REGULACIÓN
2170-6726-200,UN,DIAFRAGMA DE REGULACIÓN
2170-6726-210,UN,DIAFRAGMA DE REGULACIÓN
2170-6726-220,UN,DIAFRAGMA DE REGULACIÓN
2170-6726-240,UN,DIAFRAGMA DE REGULACIÓN
2170-6726-280,UN,DIAFRAGMA DE REGULACIÓN
2170-6726-310,UN,DIAFRAGMA DE REGULACIÓN
2170-6726-320,UN,DIAFRAGMA DE REGULACIÓN
2170-6726-330,UN,DIAFRAGMA DE REGULACIÓN
2170-6726-340,UN,DIAFRAGMA DE REGULACIÓN
2170-6726-350,UN,DIAFRAGMA DE REGULACIÓN
2170-6726-400,UN,DIAFRAGMA DE REGULACIÓN
2171-1126-000,UN,COJINETE DE APOYO
2171-1219-010,UN,SIST. ALIM. AGUA CONTROL, SOLD.
2171-1222-000,UN,CASQUILLO ARTICULADO
2171-2184-000,UN,TUBO ACODADO, SOLD.
2171-2191-020,UN,CUERPO DE LA EMPUÑADURA, SOLD.
2171-2213-000,UN,PINZA SIMPLE, COMP.
2171-2239-000,UN,CASQUILLO DE SEPARACIÓN
2171-6425-020,UN,FONDO DE LA CÁMARA DE CIERRE, COMP.
2171-6425-060,UN,FONDO DE LA CÁMARA DE CIERRE, COMP.
2171-6425-700,UN,FONDO DE LA CÁMARA DE CIERRE, COMP.
2171-6437-000,UN,RECUBRIMIENTO
2171-6469-000,UN,ANILLO
2171-6469-030,UN,ANILLO, SOLD.
2171-6470-010,UN,NERVIO
2171-6500-040,UN,VÁLVULA DE MANGUITO, COMP.
2171-6500-090,UN,VÁLVULA DE MANGUITO, COMP.
2171-6500-100,UN,VÁLVULA DE MANGUITO, COMP.
2171-6500-130,UN,VÁLVULA DE MANGUITO, COMP.
2171-6500-140,UN,VÁLVULA DE MANGUITO, COMP.
2171-6500-220,UN,VÁLVULA DE MANGUITO, COMP.
2171-6500-230,UN,VÁLVULA DE MANGUITO, COMP.
2171-6500-710,UN,VÁLVULA DE MANGUITO, COMP.
2171-6501-080,UN,VÁLVULA DE MANGUITO
2171-6605-000,UN,RECUBRIMIENTO
2171-6627-000,UN,ANILLO ROSCADO, COMP.
2171-6627-020,UN,ANILLO ROSCADO, COMP.
2171-6663-000,UN,PLATO, COMP.
2171-6663-030,UN,PLATO, COMP.
2171-6666-000,UN,PLATO DE CIERRE
2171-6666-010,UN,PLATO DE CIERRE
2171-6691-000,UN,JUEGO DE DIAFRAGMAS
2171-6726-130,UN,DIAFRAGMA DE REGULACIÓN
2171-6726-150,UN,DIAFRAGMA DE REGULACIÓN
2171-8805-010,UN,CAPÓ CON CASQUILLO DE SEPARACIÓN
2171-8816-000,UN,REGULADOR DE AGUA SUPLEMENTARIA, COMP.
2171-9800-000,UN,EXTRACTOR, COMP.
2171-9800-010,UN,EXTRACTOR, COMP.
2171-9855-010,UN,LLAVE, COMP.
2171-9855-030,UN,LLAVE, COMP.
2171-9856-010,UN,LLAVE
2171-9942-000,UN,ANILLO, COMP.
2178-1001-020,UN,PARTE INFERIOR DEL BASTIDOR
2178-1002-000,UN,PARTE SUPERIOR DEL BASTIDOR
2178-1045-030,UN,PUNTAL DE INSPECCIÓN, COMP.
2178-1047-010,UN,PUNTAL DE INSPECCIÓN
2178-1079-010,UN,TAPA
2178-1085-000,UN,REJILLA DEL VENTILADOR
2178-1092-000,UN,ARANDELA / DISCO
2178-1108-000,UN,LENGÜETA
2178-1124-000,UN,BRIDA
2178-1124-010,UN,BRIDA
2178-1124-020,UN,BRIDA
2178-1124-030,UN,BRIDA
2178-1124-040,UN,BRIDA
2178-1159-100,UN,PIEZAS DE CONEXIÓN PARA BOMBA, COMP.
2178-1160-000,UN,TAPADERA
2178-1219-000,UN,SIST. ALIM. AGUA CONTROL, SOLD.
2178-1795-000,UN,ANILLO DE IMPACTO
2178-2110-000,UN,JUEGO DE PIEZAS DE CONEXIÓN TUBO
2178-2129-000,UN,TUBO FLEXIBLE ONDULADO, COMP.
2178-2191-000,UN,CUERPO DE LA EMPUÑADURA
2178-2191-010,UN,CUERPO DE LA EMPUÑADURA, SOLD.
2178-2213-010,UN,PINZA SIMPLE, COMP.
2178-2213-020,UN,PINZA SIMPLE, COMP.
2178-2213-060,UN,PINZA, COMP.
2178-2213-070,UN,PINZA SIMPLE, COMP.
2178-2239-000,UN,CASQUILLO DE SEPARACIÓN
2178-2252-010,UN,PINZA, COMP.
2178-2337-040,UN,RODETE DE MANDO
2178-2805-170,UN,ELEMENTO DE CONEXIÓN, COMP.
2178-2805-200,UN,ELEMENTO DE CONEXIÓN, COMP.
2178-2805-210,UN,ELEMENTO DE CONEXIÓN, COMP.
2178-2831-000,UN,FILTRO DE COMPENSACIÓN, SOLD.
2178-2831-030,UN,FILTRO DE COMPENSACIÓN, SOLD.
2178-2831-090,UN,FILTRO DE COMPENSACIÓN, SOLD.
2178-2831-100,UN,FILTRO DE COMPENSACIÓN, SOLD.
2178-2832-000,UN,FILTRO DE COMPENSACIÓN, SOLD.
2178-2832-040,UN,FILTRO DE COMPENSACIÓN, COMP.
2178-2832-060,UN,FILTRO DE COMPENSACIÓN, SOLD.
2178-3131-000,UN,ALOJAMIENTO DE COJINETE
2178-3320-010,UN,ACOPL. DE BOMBA, COMP.
2178-3320-020,UN,ACOPL. DE BOMBA, COMP.
2178-3320-030,UN,ACOPL. DE BOMBA, COMP.
2178-3323-010,UN,SEMIACOPL. (SEPARADOR)
2178-3323-020,UN,SEMIACOPL. (BOMBA)
2178-3323-030,UN,SEMIACOPL. (BOMBA)
2178-3323-040,UN,SEMIACOPL. (BOMBA)
2178-3375-000,UN,TAPA DE COJINETE
2178-3375-010,UN,TAPA DE COJINETE
2178-3375-020,UN,TAPA DE COJINETE
2178-3400-000,UN,EJE DE LA RUEDA HELICOIDAL
2178-3400-010,UN,EJE DE LA RUEDA HELICOIDAL
2178-3420-000,UN,HUSILLO
2178-3420-010,UN,HUSILLO
2178-3420-020,UN,HUSILLO
2178-3420-030,UN,HUSILLO
2178-3429-060,UN,HUSILLO, COMP.
2178-3429-070,UN,HUSILLO, COMP.
2178-3440-000,UN,RUEDA HELICOIDAL, COMP.
2178-3440-010,UN,RUEDA HELICOIDAL, COMP.
2178-3440-020,UN,RUEDA HELICOIDAL, COMP.
2178-3440-030,UN,RUEDA HELICOIDAL, COMP.
2178-3447-000,UN,ARANDELA DE APRIETE DENTADA
2178-6430-030,UN,FONDO DEL RECINTO DE CENTRIFUGACIÓN
2178-6430-050,UN,FONDO DEL RECINTO DE CENTRIFUGACIÓN
2178-6453-000,UN,CHAPA PROTECTORA
2178-6453-040,UN,CHAPA PROTECTORA
2178-6469-000,UN,ANILLO, SOLD.
2178-6469-010,UN,ANILLO
2178-6492-000,UN,CHAPA DE DESGASTE
2178-6492-030,UN,CHAPA DE DESGASTE
2178-6500-050,UN,VÁLVULA DE MANGUITO, COMP.
2178-6501-070,UN,VÁLVULA DE MANGUITO
2178-6605-000,UN,RECUBRIMIENTO
2178-6610-030,UN,TAPA DEL TAMBOR, COMP.
2178-6620-000,UN,DISTRIBUIDOR, COMP.
2178-6620-020,UN,DISTRIBUIDOR, COMP.
2178-6620-040,UN,DISTRIBUIDOR, COMP.
2178-6627-010,UN,ANILLO ROSCADO
2178-6631-010,UN,ANILLO DE CIERRE
2178-6631-020,UN,ANILLO DE CIERRE
2178-6642-010,UN,TAPA DE LA CÁMARA DE LA PINZA, COMP.
2178-6642-020,UN,TAPA DE LA CÁMARA DE LA PINZA, COMP.
2178-6642-030,UN,TAPA DE LA CÁMARA DE LA PINZA, SOLD.
2178-6642-040,UN,TAPA DE LA CÁMARA DE LA PINZA, SOLD.
2178-6642-060,UN,TAPA DE LA CÁMARA DE LA PINZA, COMP.
2178-6645-040,UN,TAPA DE LA CÁMARA DE LA PINZA
2178-6650-000,UN,PLATO SEPARADOR, SOLD.
2178-6650-020,UN,PLATO SEPARADOR, SOLD.
2178-6660-050,UN,SOPORTE DE PLATOS, COMP.
2178-6663-000,UN,PLATO, COMP.
2178-6663-010,UN,PLATO, COMP.
2178-6663-040,UN,PLATO, COMP.
2178-6663-050,UN,PLATO, COMP.
2178-6663-060,UN,PLATO, COMP.
2178-6666-000,UN,PLATO DE CIERRE
2178-6666-020,UN,PLATO DE CIERRE
2178-6691-000,UN,JUEGO DE DIAFRAGMAS
2178-6698-000,UN,BASE DE LA CÁMARA DE AGUA
2178-8448-000,UN,TUBO, SOLD.
2178-8448-010,UN,TUBO, SOLD.
2178-8472-000,UN,TUBO ACODADO
2178-8769-000,UN,MANGA, COMP.
2178-8801-000,UN,PARTE INF. CAPÓ CON CASQUILLOS RODADOS
2178-8802-030,UN,TAPA DEL CAPÓ, COMP.
2178-8805-060,UN,TAPA CAPOT CON CASQUILLO DISTANCIADOR
2178-8809-010,UN,TAPA DEL CAPÓ
2178-8813-000,UN,ANILLO
2178-8816-020,UN,LÍNEA DE SUMINISTRO DE AGUA, COMP.
2178-8816-030,UN,LÍNEA DE SUMINISTRO DE AGUA, COMP.
2178-8816-040,UN,LÍNEA DE SUMINISTRO DE AGUA, COMP.
2178-8851-000,UN,TAPA DE INSPECCIÓN
2178-9001-040,UN,MAN. INSTR. Y LISTA PZAS. REP.
2178-9805-000,UN,PIEZA DE PRESIÓN, COMP.
2178-9860-000,UN,DISPOSITIVO DE MONTAJE, COMP.
2178-9902-350,UN,JUEGO DE PIEZAS DE REPUESTO
2178-9902-370,UN,JUEGO DE PIEZAS DE REPUESTO
2178-9902-390,UN,JUEGO DE PIEZAS DE REPUESTO
2178-9902-400,UN,JUEGO DE PIEZAS DE REPUESTO
2178-9902-430,UN,JUEGO PIEZAS REPUESTO ENGRANAJE
2178-9902-440,UN,JUEGO PIEZAS REPUESTO ENGRANAJE
2178-9939-000,UN,SEGMENTO EXTRACTOR
2178-9958-010,UN,CARCASA, COMP.
2178-9958-020,UN,CARCASA, COMP.
2178-9959-000,UN,CARCASA
2178-9960-000,UN,DISPOSITIVO ELEVADOR, COMP.
2179-1002-000,UN,PARTE SUPERIOR DEL BASTIDOR
2179-1031-000,UN,PERNO DE FRENO, COMP.
2179-1031-010,UN,PERNO DE FRENO, COMP.
2179-1038-000,UN,CAJA DE FRENOS
2179-1043-010,UN,FRENO NEUMÁTICO, COMP.
2179-1085-000,UN,CHAPA DE VENTILACIÓN
2179-1120-000,UN,PLANCHA DE RECUBRIMIENTO
2179-1120-010,UN,PLANCHA DE RECUBRIMIENTO
2179-1124-000,UN,BRIDA
2179-1177-000,UN,TUBO ACODADO, SOLD.
2179-1177-010,UN,TUBO ACODADO, SOLD.
2179-1219-010,UN,SIST. ALIM. AGUA CONTROL, SOLD.
2179-1795-000,UN,ANILLO DE IMPACTO
2179-2021-000,UN,PLACA PERFORADA
2179-2239-010,UN,CASQUILLO
2179-3131-000,UN,ALOJAMIENTO DE COJINETE
2179-3136-000,UN,ALOJAMIENTO DE COJINETE, COMP.
2179-3367-000,UN,ANILLO
2179-3370-020,UN,DISCO DEL EMBRAGUE, COMP.
2179-3375-000,UN,TAPA DE COJINETE
2179-3375-030,UN,TAPA DE COJINETE
2179-3378-000,UN,TAPA DE COJINETE, COMP.
2179-3378-020,UN,TAPA DE COJINETE, COMP.
2179-3385-040,UN,EMBRAGUE CENTRÍFUGO, COMP.
2179-3400-000,UN,EJE DE LA RUEDA HELICOIDAL
2179-3400-010,UN,EJE DE LA RUEDA HELICOIDAL
2179-3420-000,UN,HUSILLO
2179-3420-010,UN,HUSILLO
2179-3429-040,UN,HUSILLO, COMP.
2179-3429-050,UN,HUSILLO, COMP.
2179-3440-000,UN,RUEDA HELICOIDAL, COMP.
2179-3440-010,UN,RUEDA HELICOIDAL, COMP.
2179-3440-020,UN,RUEDA HELICOIDAL, COMP.
2179-3440-030,UN,RUEDA HELICOIDAL, COMP.
2179-3447-000,UN,ARANDELA DE APRIETE DENTADA
2179-3469-000,UN,DISCO DE ARRASTRE, COMP.
2179-3469-010,UN,DISCO DE ARRASTRE, COMP.
2179-3469-030,UN,DISCO DE ARRASTRE, COMP.
2179-3469-040,UN,DISCO DE ARRASTRE, COMP.
2179-3469-050,UN,DISCO DE ARRASTRE, COMP.
2179-3469-060,UN,DISCO DE ARRASTRE, COMP.
2179-3469-070,UN,DISCO DE ARRASTRE, COMP.
2179-3469-080,UN,DISCO DE ARRASTRE, COMP.
2179-3469-090,UN,DISCO DE ARRASTRE, COMP.
2179-6430-050,UN,FONDO DEL RECINTO DE CENTRIFUGACIÓN
2179-6453-010,UN,CHAPA PROTECTORA
2179-6604-000,UN,PARTE INFERIOR DEL TAMBOR, COMP.
2179-6620-010,UN,DISTRIBUIDOR, COMP.
2179-6726-000,UN,DIAFRAGMA DE REGULACIÓN
2179-8839-000,UN,PIEZA ROSCADA
2179-8846-000,UN,UNIÓN ROSCADA CON PLACA PERFORADA
2179-9000-000,UN,MAN. INSTR. Y LISTA PZAS. REP.
2179-9844-000,UN,CASQUILLO
2179-9861-000,UN,DISPOSITIVO DE MONTAJE, SOLD.
2179-9896-000,UN,JUEGO ESTÁNDAR PZAS. REPUESTO ESPECIALES
2179-9902-430,UN,JUEGO DE PIEZAS DE REPUESTO
2179-9902-440,UN,JUEGO DE PIEZAS DE REPUESTO
2179-9902-450,UN,JUEGO DE PIEZAS DE REPUESTO
2179-9902-460,UN,JUEGO DE PIEZAS DE REPUESTO
2179-9902-470,UN,JUEGO DE PIEZAS DE REPUESTO
2179-9902-480,UN,JUEGO DE PIEZAS DE REPUESTO
2179-9902-490,UN,JUEGO DE PIEZAS DE REPUESTO
2179-9902-510,UN,JUEGO DE PIEZAS DE REPUESTO
2179-9910-010,UN,EXTRACTOR, COMP.
2179-9936-000,UN,PIEZA ROSCADA, SOLD.
2192-6631-050,UN,ANILLO DE CIERRE
2193-1031-000,UN,PERNO DE FRENO, COMP.
2193-1039-000,UN,PERNO DE FRENO
2193-1160-000,UN,TAPADERA
2193-6620-110,UN,DISTRIBUIDOR, COMP.
2193-6650-110,UN,PLATO SEPARADOR, COMP.
2193-6650-130,UN,PLATO SEPARADOR, SOLD.
2193-6663-060,UN,PLATO, COMP.
2193-6666-020,UN,PLATO DE CIERRE
2193-6669-000,UN,PLATO
2193-6690-020,UN,DISPOSITIVO DE CIERRE, COMP.
2193-6691-040,UN,JUEGO DE DIAFRAGMAS
2193-6692-030,UN,DISCO DE CIERRE
2193-6693-010,UN,ANILLO ROSCADO
2193-6695-010,UN,CHAPA DE ELEVACIÓN, COMP.
2193-6726-290,UN,DIAFRAGMA DE REGULACIÓN
2193-6726-360,UN,DIAFRAGMA DE REGULACIÓN
2193-7705-010,UN,BOQUILLA DE ENTRADA, COMP.
2194-2832-000,UN,FILTRO DE COMPENSACIÓN, SOLD.
2194-3322-000,UN,DISCO DEL EMBRAGUE, COMP.
2194-3394-000,UN,ACOPL. DE BOMBA, COMP.
2194-6508-000,UN,ANILLO
2194-6611-020,UN,TAPA DEL TAMBOR
2194-6620-090,UN,DISTRIBUIDOR, COMP.
2194-6650-070,UN,PLATO SEPARADOR, COMP.
2194-6690-010,UN,DISPOSITIVO DE CIERRE, COMP.
2194-6691-010,UN,JUEGO DE DIAFRAGMAS
2194-6692-000,UN,DISCO DE CIERRE
2194-6694-010,UN,DISCO DE PRESIÓN
2194-6695-000,UN,CHAPA DE ELEVACIÓN, COMP.
2194-6726-360,UN,DIAFRAGMA DE REGULACIÓN
2194-7705-010,UN,BOQUILLA DE ENTRADA, SOLDADA
2195-3322-000,UN,DISCO DEL EMBRAGUE, COMP.
2195-3325-000,UN,DISCO DEL EMBRAGUE, COMP.
2195-3375-000,UN,TAPA DE COJINETE
2195-3375-010,UN,TAPA DE COJINETE
2195-3403-000,UN,ANILLA DE SEPARACIÓN
2195-6663-040,UN,PLATO, COMP.
2195-6669-130,UN,PLATO DE PROTECCIÓN CONTRA LA CORROSIÓN
2195-9863-020,UN,GANCHO
2196-6611-150,UN,TAPA DEL TAMBOR
2196-6631-080,UN,ANILLO DE CIERRE
2207-2241-020,UN,PINZA INFERIOR, COMP.
2207-2246-020,UN,TUBO DE ENTRADA
2207-2252-060,UN,PINZA SUPERIOR, COMP.
2207-2252-120,UN,PINZA SUPERIOR, COMP.
2208-2241-010,UN,PINZA INFERIOR, COMP.
2208-2241-040,UN,PINZA INFERIOR, COMP.
2208-2241-090,UN,PINZA INFERIOR, COMP.
2208-2246-020,UN,TUBO DE ENTRADA
2208-2252-070,UN,PINZA SUPERIOR, COMP.
2208-2252-140,UN,PINZA SUPERIOR, COMP.
2208-6598-030,UN,ANILLO
2208-6644-040,UN,TAPA
2208-6650-100,UN,PLATO SEPARADOR, COMP.
2208-6663-100,UN,PLATO, COMP.
2208-6664-010,UN,PLATO COMPENSADOR
2208-6672-000,UN,PLATO SEPARADOR, SOLD.
2208-6695-010,UN,CHAPA DE ELEVACIÓN, COMP.
2208-9822-000,UN,CAMPANA
2213-6663-000,UN,PLATO, COMP.
2213-6663-010,UN,PLATO, COMP.
2214-2110-020,UN,JUEGO DE PIEZAS DE CONEXIÓN TUBO
2214-2213-010,UN,PINZA DOBLE, COMP.
2214-2213-060,UN,PINZA DOBLE, COMP.
2214-2218-000,UN,ANILLO, SOLD.
2214-2239-000,UN,CASQUILLO
2214-2241-000,UN,PINZA INFERIOR, COMP.
2214-2285-010,UN,PIEZA INFERIOR DE DESCARGA, SOLD.
2214-2286-010,UN,PIEZA SUPERIOR DE DESCARGA, SOLD.
2214-2309-000,UN,BRIDA DE CONEXIÓN
2214-3429-060,UN,HUSILLO, COMP.
2214-3429-070,UN,HUSILLO, COMP.
2214-3429-080,UN,HUSILLO, COMP.
2214-3429-090,UN,HUSILLO, COMP.
2214-3429-100,UN,HUSILLO, COMP.
2214-6663-000,UN,PLATO, COMP.
2214-6663-010,UN,PLATO, COMP.
2215-2239-040,UN,CASQUILLO DE SEPARACIÓN
2216-2239-000,UN,CASQUILLO DE SEPARACIÓN
2222-9970-000,UN,ELEVADOR DE INSERCIÓN, COMP.
2225-3423-000,UN,ROSCA HELICOIDAL
2225-3423-010,UN,ROSCA HELICOIDAL
2225-3423-020,UN,ROSCA HELICOIDAL
2225-3449-000,UN,RUEDA HELICOIDAL CON DISCOS TENSORES
2225-3449-010,UN,RUEDA HELICOIDAL CON DISCOS TENSORES
2225-3449-020,UN,RUEDA HELICOIDAL CON DISCOS TENSORES
2225-6664-000,UN,PLATO COMPENSADOR
2226-1219-000,UN,SIST. ALIM. AGUA CONTROL, SOLD.
2226-2166-000,UN,TUBO DE UNIÓN, COMP.
2226-2196-000,UN,TUBO ACODADO, COMP.
2226-2241-000,UN,PINZA INFERIOR, SOLD.
2226-6632-000,UN,TAPA DE CIERRE, SOLD.
2226-6645-010,UN,TAPA DE LA CÁMARA DE LA PINZA
2226-6657-000,UN,ANILLO
2226-6672-000,UN,PLATO SEPARADOR, SOLD.
2226-7765-000,UN,CAPÓ, SOLD.
2226-9820-000,UN,DISPOSITIVO COMPRESOR, COMP.
2226-9910-000,UN,EXTRACTOR, COMP.
2229-1219-010,UN,DISPOSITIVO DE INYECCIÓN DE AGUA, SOLD.
2229-1297-020,UN,DISPOSITIVO DE INYECCIÓN DE AGUA, COMP.
2229-2121-010,UN,PIEZA DE ALIMENTACIÓN, SOLD.
2229-2239-000,UN,CASQUILLO DE SEPARACIÓN
2229-2241-010,UN,PINZA INFERIOR, COMP.
2229-2241-020,UN,PINZA INFERIOR, COMP.
2229-2245-040,UN,TUBO DE ENTRADA, COMP.
2229-2252-110,UN,PINZA SUPERIOR, COMP.
2229-2252-200,UN,PINZA SUPERIOR, COMP.
2229-6601-140,UN,PARTE INFERIOR DEL TAMBOR
2229-6604-130,UN,PARTE INFERIOR DEL TAMBOR, COMP.
2229-6620-090,UN,DISTRIBUIDOR, COMP.
2229-6627-040,UN,ANILLO ROSCADO
2229-6644-020,UN,TAPA
2229-6645-060,UN,TAPA DE LA CÁMARA DE LA PINZA
2229-6662-000,UN,PLATO INFERIOR, COMP.
2229-6663-140,UN,PLATO, COMP.
2229-6666-040,UN,PLATO DE CIERRE
2229-6672-000,UN,PLATO SEPARADOR, SOLD.
2229-6695-020,UN,CHAPA DE INSERCIÓN, COMP.
2229-6726-140,UN,DIAFRAGMA DE REGULACIÓN
2229-9820-010,UN,DISPOSITIVO COMPRESOR, COMP.
2229-9822-000,UN,CAMPANA
2229-9877-010,UN,PERNO
2229-9970-000,UN,DISPOSITIVO ELEVADOR, COMP.
2230-2241-000,UN,PINZA INFERIOR, COMP.
2230-2245-000,UN,TUBO DE ENTRADA, COMP.
2230-2252-000,UN,PINZA SUPERIOR, COMP.
2230-2286-010,UN,PIEZA SUPERIOR DE DESCARGA, SOLD.
2230-3411-000,UN,HUSILLO CON CASQUILLO ROSCADO, COMP.
2230-6695-010,UN,CHAPA DE INSERCIÓN, COMP.
2230-9970-010,UN,DISPOSITIVO ELEVADOR, COMP.
2231-1001-050,UN,PARTE INFERIOR DEL BASTIDOR
2231-1112-000,UN,CARCASA DE RODAMIENTO DE POSO
2231-1127-010,UN,TORNILLO ARGOLLA CON ABRAZADERA, COMP.
2231-1127-020,UN,TORNILLO ARGOLLA CON ABRAZADERA, COMP.
2231-1177-000,UN,TUBO ACODADO, SOLD.
2231-1219-000,UN,DISPOSITIVO DE INYECCIÓN DE AGUA, SOLD.
2231-2175-010,UN,TUBO ACODADO, SOLD.
2231-2175-020,UN,TUBO ACODADO, SOLD.
2231-2189-000,UN,PIEZA DE CONEXIÓN
2231-2196-010,UN,TUBO ACODADO, COMP.
2231-2196-040,UN,TUBO ACODADO, COMP.
2231-2213-010,UN,PINZA DOBLE, COMP.
2231-2239-000,UN,CASQUILLO DISTANCIADOR, SOLD.
2231-2241-000,UN,PINZA INFERIOR, COMP.
2231-2241-010,UN,PINZA INFERIOR, COMP.
2231-2245-000,UN,TUBO DE ENTRADA, COMP.
2231-2245-010,UN,TUBO DE ENTRADA, COMP.
2231-2252-000,UN,PINZA SUPERIOR, COMP.
2231-2252-010,UN,PINZA SUPERIOR, COMP.
2231-2252-020,UN,PINZA SUPERIOR, COMP.
2231-2252-080,UN,PINZA SUPERIOR, COMP.
2231-2252-100,UN,PINZA SUPERIOR, COMP.
2231-2252-120,UN,PINZA SUPERIOR, COMP.
2231-2286-000,UN,PIEZA DE DESCARGA, SOLD.
2231-2286-020,UN,PIEZA DE DESCARGA, SOLD.
2231-2289-020,UN,PIEZA SUPERIOR DE DESCARGA, COMP.
2231-2301-000,UN,CAJA DE CONEXIONES, SOLD.
2231-3259-000,UN,JUEGO DE PIEZAS DE CONEXIÓN DEL EMBRAGUE
2231-3280-040,UN,EMBRAGUE HIDRÁULICO, COMP.
2231-3280-060,UN,EMBRAGUE HIDRÁULICO, COMP.
2231-3375-010,UN,TAPA DE COJINETE
2231-3375-020,UN,TAPA DE COJINETE
2231-3375-030,UN,TAPA DE COJINETE
2231-3375-040,UN,TAPA DE COJINETE
2231-3389-020,UN,BUJE DE DIENTES, COMP.
2231-3400-000,UN,EJE DE LA RUEDA HELICOIDAL
2231-3400-020,UN,EJE DE LA RUEDA HELICOIDAL
2231-3410-000,UN,HUSILLO
2231-3410-010,UN,HUSILLO
2231-3410-020,UN,HUSILLO
2231-3423-000,UN,ROSCA HELICOIDAL
2231-3423-010,UN,ROSCA HELICOIDAL
2231-3429-120,UN,HUSILLO, COMP.
2231-3429-130,UN,HUSILLO, COMP.
2231-3429-290,UN,HUSILLO, COMP.
2231-3429-300,UN,HUSILLO, COMP.
2231-3429-310,UN,HUSILLO, COMP.
2231-3429-340,UN,HUSILLO, COMP.
2231-3449-000,UN,RUEDA HELICOIDAL CON DISCOS TENSORES
2231-6620-130,UN,DISTRIBUIDOR, COMP.
2231-6627-000,UN,ANILLO ROSCADO
2231-6631-000,UN,ANILLO DE CIERRE
2231-6631-010,UN,ANILLO DE CIERRE
2231-6645-000,UN,TAPA DE LA CÁMARA DE LA PINZA
2231-6657-000,UN,ANILLO
2231-6661-000,UN,PLATO SUPERIOR, COMP.
2231-6663-010,UN,PLATO, COMP.
2231-6663-060,UN,PLATO, COMP.
2231-6666-000,UN,PLATO DE CIERRE
2231-6726-050,UN,DIAFRAGMA DE REGULACIÓN
2231-6726-060,UN,DIAFRAGMA DE REGULACIÓN
2231-9820-020,UN,DISPOSITIVO COMPRESOR, COMP.
2231-9822-000,UN,CAMPANA
2231-9822-010,UN,CAMPANA
2231-9840-000,UN,DISPOSITIVO ELEVADOR, COMP.
2231-9877-010,UN,PERNO
2231-9895-000,UN,LLAVE DE TUBO, SOLD.
2231-9930-000,UN,MECANISMO DE EXTRACCIÓN, COMP.
2231-9930-010,UN,MECANISMO DE EXTRACCIÓN, COMP.
2231-9970-000,UN,ELEVADOR DE INSERCIÓN, COMP.
2233-1005-010,UN,PARTE SUPERIOR DEL BASTIDOR, COMP.
2233-1203-000,UN,PIEZA DE CONEXION, SOLD.
2233-2252-030,UN,PINZA SUPERIOR, SOLD.
2233-2285-000,UN,PIEZA INFERIOR DE DESCARGA, SOLD.
2233-3410-000,UN,HUSILLO
2233-3429-130,UN,HUSILLO, COMP.
2233-6453-000,UN,CHAPA PROTECTORA
2233-6620-060,UN,DISTRIBUIDOR, COMP.
2233-6645-000,UN,TAPA DE LA CÁMARA DE LA PINZA
2233-6645-010,UN,TAPA DE LA CÁMARA DE LA PINZA
2233-6663-020,UN,PLATO, COMP.
2233-6663-040,UN,PLATO, COMP.
2233-6663-050,UN,PLATO, COMP.
2233-6663-090,UN,PLATO, COMP.
2233-6663-100,UN,PLATO, COMP.
2233-6670-000,UN,PLATO SUPERIOR CON CABEZAL, COMP.
2233-6707-000,UN,TAPÓN
2233-6726-030,UN,DIAFRAGMA DE REGULACIÓN
2233-6726-040,UN,DIAFRAGMA DE REGULACIÓN
2233-9806-000,UN,PIEZA DE PRESIÓN
2233-9820-010,UN,DISPOSITIVO COMPRESOR, COMP.
2233-9822-000,UN,CAMPANA
2233-9850-000,UN,DISPOSITIVO ELEVADOR, COMP.
2233-9970-000,UN,ELEVADOR DE INSERCIÓN, COMP.
2236-1031-020,UN,PERNO DE FRENO, COMP.
2236-1203-000,UN,PIEZA DE CONEXIÓN
2236-2243-160,UN,PARTE INFERIOR DE LA PINZA, SOLD.
2236-2243-240,UN,PARTE INFERIOR DE LA PINZA, SOLD.
2236-2243-320,UN,PARTE INFERIOR DE LA PINZA, SOLD.
2236-2252-140,UN,PINZA SUPERIOR, COMP.
2236-2252-190,UN,PINZA SUPERIOR, COMP.
2236-2285-030,UN,PIEZA INFERIOR DE DESCARGA, SOLD.
2236-2286-040,UN,PIEZA SUPERIOR DE DESCARGA, SOLD.
2236-3131-010,UN,ALOJAMIENTO DE COJINETE
2236-6661-000,UN,PLATO SUPERIOR, COMP.
2236-6663-020,UN,PLATO, COMP.
2236-6663-030,UN,PLATO, COMP.
2236-6663-070,UN,PLATO, COMP.
2236-6663-080,UN,PLATO, COMP.
2236-6666-020,UN,PLATO DE CIERRE
